ID,Consent,Audio,Intro_Headphones,Intro_Browser,IGNORE_707_1,IGNORE_707_2,IGNORE_707_3,IGNORE_707_4,IGNORE_707_5,Adapt_LOW_750,701_1,701_2,701_3,701_4,701_5,Adapt_LOW_721,703_1,703_2,703_3,703_4,703_5,Adapt_LOW_737,704_1,704_2,704_3,704_4,704_5,Adapt_LOW_744,706_1,706_2,706_3,706_4,706_5,Adapt_LOW_748,707_1,707_2,707_3,707_4,707_5,Adapt_LOW_737,709_1,709_2,709_3,709_4,709_5,Adapt_LOW_750,710_1,710_2,710_3,710_4,710_5,Adapt_LOW_748,713_1,713_2,713_3,713_4,713_5,Adapt_LOW_721,714_1,714_2,714_3,714_4,714_5,Adapt_LOW_744,716_1,716_2,716_3,716_4,716_5,Adapt_LOW_737,719_1,719_2,719_3,719_4,719_5,Adapt_LOW_744,722_1,722_2,722_3,722_4,722_5,Adapt_LOW_748,730_1,730_2,730_3,730_4,730_5,Adapt_LOW_721,733_1,733_2,733_3,733_4,733_5,Adapt_LOW_750,736_1,736_2,736_3,736_4,736_5,Adapt_LOW_748,740_1,740_2,740_3,740_4,740_5,Adapt_LOW_750,743_1,743_2,743_3,743_4,743_5,Adapt_LOW_737,745_1,745_2,745_3,745_4,745_5,Adapt_LOW_744,746_1,746_2,746_3,746_4,746_5,Adapt_LOW_721,749_1,749_2,749_3,749_4,749_5,IGNORE_707_1,IGNORE_707_2,IGNORE_707_3,IGNORE_707_4,IGNORE_707_5,Adapt_LOW_721,749_1,749_2,749_3,749_4,749_5,Adapt_LOW_744,746_1,746_2,746_3,746_4,746_5,Adapt_LOW_737,745_1,745_2,745_3,745_4,745_5,Adapt_LOW_750,743_1,743_2,743_3,743_4,743_5,Adapt_LOW_748,740_1,740_2,740_3,740_4,740_5,Adapt_LOW_750,736_1,736_2,736_3,736_4,736_5,Adapt_LOW_721,733_1,733_2,733_3,733_4,733_5,Adapt_LOW_748,730_1,730_2,730_3,730_4,730_5,Adapt_LOW_744,722_1,722_2,722_3,722_4,722_5,Adapt_LOW_737,719_1,719_2,719_3,719_4,719_5,Adapt_LOW_744,716_1,716_2,716_3,716_4,716_5,Adapt_LOW_721,714_1,714_2,714_3,714_4,714_5,Adapt_LOW_748,713_1,713_2,713_3,713_4,713_5,Adapt_LOW_750,710_1,710_2,710_3,710_4,710_5,Adapt_LOW_737,709_1,709_2,709_3,709_4,709_5,Adapt_LOW_748,707_1,707_2,707_3,707_4,707_5,Adapt_LOW_744,706_1,706_2,706_3,706_4,706_5,Adapt_LOW_737,704_1,704_2,704_3,704_4,704_5,Adapt_LOW_721,703_1,703_2,703_3,703_4,703_5,Adapt_LOW_750,701_1,701_2,701_3,701_4,701_5,IGNORE_707_1,IGNORE_707_2,IGNORE_707_3,IGNORE_707_4,IGNORE_707_5,Adapt_HIGH_750,701_1,701_2,701_3,701_4,701_5,Adapt_HIGH_721,703_1,703_2,703_3,703_4,703_5,Adapt_HIGH_737,704_1,704_2,704_3,704_4,704_5,Adapt_HIGH_744,706_1,706_2,706_3,706_4,706_5,Adapt_HIGH_748,707_1,707_2,707_3,707_4,707_5,Adapt_HIGH_737,709_1,709_2,709_3,709_4,709_5,Adapt_HIGH_750,710_1,710_2,710_3,710_4,710_5,Adapt_HIGH_748,713_1,713_2,713_3,713_4,713_5,Adapt_HIGH_721,714_1,714_2,714_3,714_4,714_5,Adapt_HIGH_744,716_1,716_2,716_3,716_4,716_5,Adapt_HIGH_737,719_1,719_2,719_3,719_4,719_5,Adapt_HIGH_744,722_1,722_2,722_3,722_4,722_5,Adapt_HIGH_748,730_1,730_2,730_3,730_4,730_5,Adapt_HIGH_721,733_1,733_2,733_3,733_4,733_5,Adapt_HIGH_750,736_1,736_2,736_3,736_4,736_5,Adapt_HIGH_748,740_1,740_2,740_3,740_4,740_5,Adapt_HIGH_750,743_1,743_2,743_3,743_4,743_5,Adapt_HIGH_737,745_1,745_2,745_3,745_4,745_5,Adapt_HIGH_744,746_1,746_2,746_3,746_4,746_5,Adapt_HIGH_721,749_1,749_2,749_3,749_4,749_5,IGNORE_707_1,IGNORE_707_2,IGNORE_707_3,IGNORE_707_4,IGNORE_707_5,Adapt_HIGH_721,749_1,749_2,749_3,749_4,749_5,Adapt_HIGH_744,746_1,746_2,746_3,746_4,746_5,Adapt_HIGH_737,745_1,745_2,745_3,745_4,745_5,Adapt_HIGH_750,743_1,743_2,743_3,743_4,743_5,Adapt_HIGH_748,740_1,740_2,740_3,740_4,740_5,Adapt_HIGH_750,736_1,736_2,736_3,736_4,736_5,Adapt_HIGH_721,733_1,733_2,733_3,733_4,733_5,Adapt_HIGH_748,730_1,730_2,730_3,730_4,730_5,Adapt_HIGH_744,722_1,722_2,722_3,722_4,722_5,Adapt_HIGH_737,719_1,719_2,719_3,719_4,719_5,Adapt_HIGH_744,716_1,716_2,716_3,716_4,716_5,Adapt_HIGH_721,714_1,714_2,714_3,714_4,714_5,Adapt_HIGH_748,713_1,713_2,713_3,713_4,713_5,Adapt_HIGH_750,710_1,710_2,710_3,710_4,710_5,Adapt_HIGH_737,709_1,709_2,709_3,709_4,709_5,Adapt_HIGH_748,707_1,707_2,707_3,707_4,707_5,Adapt_HIGH_744,706_1,706_2,706_3,706_4,706_5,Adapt_HIGH_737,704_1,704_2,704_3,704_4,704_5,Adapt_HIGH_721,703_1,703_2,703_3,703_4,703_5,Adapt_HIGH_750,701_1,701_2,701_3,701_4,701_5,Headphones,Silence,Computer,Computer_10_TEXT,Age,Sex,Sex_3_TEXT,Race,Race_5_TEXT,Politics,SO,Education
28,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5,7,7,1,8,8,6,7,7,2,6,8,6,6,8,2,7,7,7,7,7,2,5,6,7,6,6,2,7,7,6,6,7,2,6,6,5,5,7,2,5,6,5,5,7,2,8,7,7,7,4,2,6,6,8,7,7,2,6,6,6,5,6,2,7,9,6,6,6,2,7,6,6,6,5,3,5,8,5,5,8,2,6,6,5,4,8,2,7,6,5,5,6,2,6,6,5,5,7,3,7,5,5,5,6,2,8,7,7,8,4,3,7,7,5,5,8,2,6,5,7,6,5,2,1,6,,18,2,,2,,5,1,2
29,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4,5,7,1,8,8,8,5,6,2,7,7,7,5,6,3,8,8,8,7,6,1,7,7,8,7,6,1,3,7,7,5,8,1,4,6,6,5,7,1,6,8,8,6,7,2,8,7,8,6,5,2,4,8,7,4,8,1,5,7,8,6,8,2,4,7,6,5,6,1,2,7,3,4,8,3,3,6,4,4,7,1,7,7,8,6,8,1,3,8,8,5,9,3,3,7,7,6,8,2,5,7,8,7,2,1,3,5,5,4,6,1,7,7,8,7,9,3,6,6,7,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,Surface go,23,2,,3,,5,3,5
30,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,6,4,3,2,3,4,5,4,4,1,2,3,2,4,4,1,4,4,4,5,2,2,4,4,5,2,4,2,4,6,2,2,7,1,6,4,7,7,4,3,4,4,6,3,6,2,3,5,2,2,4,1,5,5,4,2,6,2,3,5,2,2,5,2,4,4,3,4,5,2,6,6,6,4,7,2,5,5,6,6,2,1,6,6,7,5,5,3,5,5,2,2,4,2,6,6,6,5,6,2,6,6,6,4,6,1,5,5,6,4,6,3,6,6,6,4,7,1,5,5,4,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,25,2,,5,Indigenous,5,2,6
31,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4,4,9,2,2,4,3,4,3,3,5,6,4,5,8,2,3,6,2,2,9,2,3,3,5,5,7,3,8,2,6,6,6,1,3,6,3,3,7,2,7,6,6,5,8,2,2,7,3,3,9,2,2,7,7,6,5,2,7,5,6,5,5,2,2,2,4,4,4,3,3,4,4,4,9,3,2,7,3,3,7,2,1,3,5,5,4,3,8,5,7,7,6,2,2,3,3,4,5,2,3,5,4,4,6,2,1,3,1,1,8,2,1,8,3,1,9,2,8,7,7,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,,22,2,,4,,4,1,6
32,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,5,5,6,1,7,7,6,5,6,2,4,7,5,5,4,2,7,5,6,7,5,2,8,4,6,6,4,2,7,6,6,5,6,3,5,4,4,5,4,1,6,5,6,5,4,2,8,8,7,6,4,2,5,6,7,6,5,1,4,6,5,3,4,2,3,3,4,4,3,3,5,5,2,3,4,2,5,3,6,7,4,2,5,5,6,6,4,2,7,8,7,6,6,2,6,5,6,7,5,2,7,6,7,7,5,1,3,3,5,4,5,1,6,5,6,7,5,2,6,5,6,4,6,2,1,10,Hp,24,2,,4,,3,2,4
33,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,7,7,9,1,9,9,9,9,8,2,6,7,5,6,7,2,9,7,9,8,6,2,5,4,6,6,5,3,9,9,8,8,7,2,9,9,9,8,8,2,7,7,7,7,7,2,9,9,8,8,8,2,8,8,8,7,8,2,9,9,9,8,8,2,7,6,7,7,6,2,9,9,8,8,8,2,7,7,7,7,5,2,8,8,8,8,8,2,8,8,8,8,8,2,8,8,8,8,8,2,6,6,6,6,6,2,8,7,7,7,7,2,7,8,7,8,7,2,4,5,6,6,5,2,1,6,,23,2,,4,,4,1,6
34,1,1,2,1,5,5,6,3,7,1,5,4,6,6,4,1,6,6,6,6,6,1,5,5,5,5,5,1,6,5,6,6,5,1,5,5,5,5,6,1,6,6,6,6,6,1,5,5,5,5,5,1,5,5,5,5,5,1,5,4,6,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,5,5,5,1,5,5,7,7,5,1,5,5,5,5,5,1,5,5,6,5,5,1,5,5,5,5,5,1,4,4,4,4,4,2,4,4,4,4,5,1,4,4,5,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,,33,2,,4,,4,1,4
35,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,8,7,9,1,9,8,8,8,7,3,7,8,8,7,9,1,3,6,4,3,4,2,2,3,2,2,4,1,5,6,7,6,8,1,3,4,7,6,7,1,5,4,8,8,9,1,7,6,6,8,7,1,3,4,7,6,8,1,1,3,2,2,7,1,1,2,1,1,3,3,3,4,6,5,6,3,4,2,6,7,4,3,7,6,7,8,7,3,4,4,6,7,5,3,1,2,2,1,5,1,3,4,6,7,5,1,2,3,3,4,7,1,3,3,5,7,7,1,4,2,7,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,HP,21,2,,1,,5,1,2
36,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,6,4,6,6,6,2,7,9,5,6,6,1,6,5,5,6,6,2,6,7,7,6,6,1,1,1,1,1,1,2,9,9,9,9,9,2,7,6,6,7,6,2,7,6,6,7,7,2,2,2,3,3,2,2,4,4,5,3,4,2,6,5,5,6,6,2,6,6,6,6,6,1,7,8,8,7,8,2,4,4,4,5,5,2,6,5,6,5,6,2,7,7,7,8,7,2,6,6,7,5,6,2,9,9,9,9,9,2,6,6,6,6,6,2,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,Built my own,21,1,,4,,4,1,3
37,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2,6,6,1,8,7,7,7,4,3,7,7,7,7,5,3,7,6,7,7,5,1,6,7,8,8,6,1,6,6,7,7,7,1,6,5,3,7,5,1,7,7,9,8,6,3,6,4,3,5,5,1,7,6,8,7,6,1,7,7,8,7,5,3,3,3,5,6,5,1,3,6,2,3,5,3,2,3,5,6,5,1,7,7,7,7,5,1,7,7,5,6,5,3,6,4,2,3,6,1,6,3,5,6,4,1,2,2,3,6,6,1,5,6,6,6,6,3,3,2,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,Self-built,27,1,,1,,3,1,5
38,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4,4,8,2,6,4,8,8,6,2,5,6,4,4,7,2,4,4,6,7,6,2,5,6,4,5,8,2,6,7,4,4,8,1,7,7,5,3,9,2,8,6,5,6,9,2,7,7,5,3,8,2,3,4,5,3,8,2,5,5,4,3,6,2,7,5,6,3,8,2,6,5,3,3,9,2,7,6,6,6,6,1,5,5,6,3,7,2,6,6,4,3,7,2,8,5,8,7,6,3,6,4,5,5,8,1,5,6,6,4,5,2,6,6,5,3,7,3,7,6,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5,,19,2,,4,,4,1,3
39,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,8,9,8,1,9,5,9,9,3,2,1,3,8,3,6,2,7,8,8,8,8,2,9,4,9,9,3,1,1,4,3,1,8,3,5,6,7,3,7,1,3,3,9,8,7,1,2,6,5,3,4,2,7,6,9,8,9,1,1,4,5,4,6,3,7,3,1,1,9,1,9,6,9,9,4,2,1,2,6,2,6,2,8,4,7,7,6,1,6,5,7,6,9,1,7,8,9,9,2,1,5,4,6,4,9,1,6,3,7,7,7,1,8,3,9,9,5,2,2,6,7,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,20,2,,4,,3,3,2
40,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,3,2,6,2,7,8,5,4,7,2,3,3,7,8,2,2,7,1,3,2,1,2,8,6,9,8,3,2,5,6,4,8,5,2,2,2,8,9,1,2,8,1,2,4,2,2,5,3,2,1,3,2,8,7,8,6,9,2,5,4,5,6,5,2,1,3,1,2,4,2,6,7,3,3,7,2,2,3,6,7,6,2,6,6,1,2,5,2,4,4,7,3,5,2,7,5,3,4,7,2,3,2,7,7,2,2,3,1,7,8,1,2,7,6,9,8,5,2,3,2,7,6,3,2,1,10,Custom built,32,1,,4,,4,3,3
41,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8,6,5,8,2,2,5,6,6,4,2,7,8,8,7,7,2,2,6,5,4,6,2,8,7,8,7,6,2,2,8,6,5,8,2,6,9,8,6,7,2,6,8,5,5,6,2,4,7,8,7,5,2,1,8,4,4,7,2,6,8,6,6,5,2,6,6,8,5,5,2,6,8,5,5,6,2,4,6,6,5,4,2,4,6,8,6,5,2,3,7,6,5,5,2,4,6,7,6,6,2,4,6,5,4,6,2,3,5,4,5,3,2,5,7,6,5,5,2,5,8,4,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,,18,2,,5,,4,3,2
42,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6,8,7,1,7,8,5,5,8,3,4,5,9,8,6,1,7,4,5,3,7,1,7,3,9,8,5,1,5,6,4,3,7,1,4,6,2,3,7,1,3,2,9,7,4,1,3,4,2,2,5,3,4,3,7,5,4,1,2,2,5,4,3,1,2,8,4,3,7,1,5,4,7,5,4,3,3,3,4,5,2,1,4,7,4,3,6,1,5,6,6,4,5,2,1,1,6,5,2,1,6,7,4,3,6,1,3,5,2,2,7,1,4,4,6,5,3,2,2,2,3,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10,HP,21,2,,4,,3,4,4
43,1,1,2,1,4,4,5,5,8,1,2,3,5,4,5,1,4,4,5,5,6,1,4,5,5,4,5,1,4,3,4,4,3,1,3,3,4,5,6,1,3,4,6,5,4,3,4,4,6,5,4,1,2,3,6,5,4,1,4,5,6,5,5,3,3,6,5,4,5,1,4,5,5,5,6,1,4,6,6,6,7,1,3,5,5,4,5,1,3,7,5,3,5,3,3,6,5,4,5,1,4,5,7,6,6,1,4,3,5,4,7,1,3,7,5,3,8,3,4,6,7,7,6,1,4,6,6,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,20,2,,4,,5,2,3
44,1,1,2,1,6,4,8,8,5,1,5,5,6,4,6,1,8,6,8,8,6,3,3,5,6,2,4,1,5,5,6,7,5,1,5,7,7,8,5,1,7,6,4,5,7,3,5,5,4,4,3,1,3,5,3,2,3,1,7,7,8,9,4,3,5,5,6,4,5,1,6,5,7,4,6,3,5,6,7,9,7,3,4,3,4,3,4,1,5,5,7,4,5,3,4,6,5,3,6,1,8,7,8,8,8,2,6,5,6,7,6,3,4,6,5,2,6,2,5,7,3,4,7,1,6,6,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5,,19,2,,3,,3,1,2
